0-0320-7;Obra Social de Trabajadores Socios de la Asociación Mutual del Personal Jerárquico de Bancos Oficiales Nacionales -Jerárquicos Salud-; ;Av. Facundo Zuviría 4584;3000;Santa Fe;Santa Fe;0342-4504800 0342-4520143;obrasocialpmo@jerarquicossalud.com.ar
0-0330-6;Obra Social de Trabajadores Vendedores de Diarios Revistas y Afines;OSTVENDRA;Venezuela 2365;1096;Capital Federal;Capital Federal;4941-9855 4941-2560;
0-0340-5;Obra Social Asociación Mutual de los Obreros Católicos Padre Federico Grote;O.S.A.M.O.C.;Billinghurst 1669;1425;Capital Federal;Capital Federal; ;prestaciones@osamoc.ar
0-0350-4;Obra Social de Conductores Titulares de Taxis de la Ciudad Autónoma de Buenos Aires;O.S.TAX.B.A.;Fragata Pte. Sarmiento 661;1416;Capital Federal;Capital Federal;4331-5503 4331-4864
0-0360-3;Obra Social Programas Médicos Sociedad Argentina de Consultoría Mutual; ;España 160 piso 2;1832;Lomas de Zamora;Buenos Aires; ;os.info@osprpgmed.com.ar
0-0370-2;Obra Social Yacimientos Carboníferos;OSYC;24 de Noviembre 1126;1224;Capital Federal;Capital Federal;4957-0882;
0-0380-1;Obra Social Witcel; ;Av. Callao 625 piso 3;1022;Capital Federal;Capital Federal;2152-7940;
0-0400-2;Obra Social para Empleados y Productores de Entidades de la Actividad Agropecuaria y Agroalimentaria de da Economía Social; ;Laprida 1063;2000;Rosario;Santa Fe;0341-4495597 0341-4400220;apmsalud@osapmr.com.ar
1-0010-6;Obra Social para el Personal de la Industria Aceitera desmotadora y Afines;OSIAD;Av. Belgrano 1370 piso 2;1093;Capital Federal;Capital Federal;4381-5041;info@osiadsalud.org.ar
1-0020-5;Obra Social de Actores;OSA;Ayacucho 537;1025;Capital Federal;Capital Federal;4371-4664 / 8449 4371-5563 / 5602;
1-0030-4;Obra Social de Técnicos de Vuelo de Líneas Aéreas;OSTVLA;Víctor Hugo 369;1407;Capital Federal;Capital Federal;4635-9010 4635-9003;obrasocial@tecnicosdevuelo.org.ar
1-0040-3;Obra Social del Personal Superior y Profesional de Empresas Aerocomerciales;OSPEA;Independencia 1111 piso 2;1099;Capital Federal;Capital Federal;4383-3185 4383-8907;ospea@upsa-ospea.com.ar
1-0050-2;Obra Social del Personal Aeronáutico;OSPA;Anchorena 1266;1425;Capital Federal;Capital Federal;4823-7121 4823-7223;ybalbis@ospa.com.ar
1-0060-1;Obra Social del Personal de Aeronavegación de Entes Privados;OSPADEP;Venezuela 900;1095;Capital Federal;Capital Federal;4331-1411;info@ospadep.com
1-0070-0;Obra Social del Personal Técnico Aeronáutico;OSPTA;D'Onofrio 158;1702;Ciudadela;Buenos Aires;4653-3016 4653-3017;aviones@aviones.com
1-0080-9;Obra Social de Aeronavegantes;OSA;Bartolomé Mitre 1902 planta baja;1039;Capital Federal;Capital Federal;4953-7277;osa@aeronavegantes.com
1-0090-8;Obra Social Empleados de Agencias de Informes;OSEADI;Lavalle 1783 piso 1 of. A;1048;Capital Federal;Capital Federal;4372-9598 4373-4977;oseadi@VELOCOM.com.ar
1-0100-0;Obra Social del Personal de Aguas Gaseosas y Afines;OSPAGA;Bacacay 2735 / 37;1406;Capital Federal;Capital Federal;4610-9200;info@ospaga.com.ar
1-0120-8;Obra Social del Personal de la Industria de la Alimentación;OSPIA;Venezuela 1326;1096;Capital Federal;Capital Federal;4383-9026 / 29 15-6142-4374;ospiacentral@ospia.org.ar
1-0160-4;Obra Social del Personal del Automóvil Club Argentino;OSPACA;Anchorena 639 piso 1;1170;Capital Federal;Capital Federal;4106-4500;
1-0180-2;Obra Social del Personal del Azúcar del Ingenio La Esperanza;OSPA;Serapio Soria 337;4500;San Pedro;Jujuy;03888-421222 03888-426117;ospalesp@arnetbiz.com.ar
1-0190-1;Obra Social del Personal del Azúcar del Ingenio Ledesma;OSPAIL;Jujuy 755 CC5;4512;Ldor. Gral. San Martín;Jujuy;03886-423558;
1-0230-0;Obra Social del Personal del Azúcar del Ingenio San Martín;OSPA;Islas Malvinas s/Nº Bo. Patrón Costas;4533;El Tabacal;Salta;03878-421800 / 2 03878-491189;ospasalta102300@gmail.com
1-0270-6;Obra Social del Personal de la Industria Azucarera;OSPIA;Congreso 342/8;4000;San Miguel de Tucumán;Tucumán;0381-422-1478;ospia@tucbbs.com.ar
1-0290-4;Obra Social del Personal de Barracas de Lanas Cueros y Anexos; ;Florentino Ameghino 1060;1870;Avellaneda;Buenos Aires;4222-4086 4222-4646;osblyca@uolsinectis.com.ar
1-0300-6;Obra Social del Personal de la Industria Botonera;OSPIB;Calle 91 Nº 1886;1650;San Martín;Buenos Aires;4755-2931;
1-0310-5;Obra Social del Personal de la Industria del Calzado;OSPICAL;Yatay 129 piso 4;1184;Capital Federal;Capital Federal;4981-1164 4981-1180;institucional@ospical.org.ar
1-0320-4;Obra Social de Conductores Camioneros y Personal del Transporte Automotor de Cargas; ;Av. Caseros 921 / 23;1152;Capital Federal;Capital Federal;4300-2191 4300-0975;aliciak@spdps.com.ar
1-0340-2;Obra Social del Personal de Carga y Descarga;OSPCYD;Cochabamba 1635;1148;Capital Federal;Capital Federal;4304-5484 4304-8358;estibaro@hotmail.com.ar
1-0360-0;Obra Social del Personal Auxiliar de Casas Particulares;OSPACP;Charcas 2745;1425;Capital Federal;Capital Federal;4829-1212 4826-1806;info@ospacp.org.ar
1-0370-9;Obra Social del Personal de la Industria del Caucho;OSPIC;Congreso 2033;1428;Capital Federal;Capital Federal;4701-5646;info@ospic-caucho.org.ar
1-0380-8;Obra Social del Personal del Caucho;OSPECA;Valle 1281;1406;Capital Federal;Capital Federal;4433-3317 4432-9404;ospeca@fibertel.com.ar
1-0390-7;Obra Social del Personal de la Industria del Caucho de Santa Fe;OSPIC SANTA FE;Iturraspe 2458;3034;Depto. La Capital;Santa Fe;0342-4538863;oscauchostafe@yahoo.com.ar
1-0400-9;Obra Social del Personal de Cementerios de la República Argentina;OSPCRA;Federico Lacroze 3908;1427;Capital Federal;Capital Federal;4553-3947 4553-1999;soecra@uolsinectis.com.ar
1-0410-8;Obra Social de Ceramistas;OSCE;Doblas 629;1424;Capital Federal;Capital Federal;4922-6752 4921-0906;
1-0420-7;Obra Social del Personal de la Cerámica Sanitarios Porcelana de Mesa y Afines;OSPCSPMYA;Av. Hipólito Yrigoyen 1255;1870;Avellaneda;Buenos Aires;4208-2079 4208-8779;ospecesa@speedy.com.ar
1-0430-6;Obra Social del Personal de la Actividad Cervecera y Afines;OSPACA;Humahuaca 4072;1192;Capital Federal;Capital Federal;4863-2159 4863-3658;consultas@oscervecera.org.ar
1-0440-5;Obra Social del Personal Cinematográfico de Mar del Plata;OSPERCIN;Neuquén 2655;7600;Mar del Plata;Buenos Aires;0223-4738544;
1-0450-4;Obra Social del Personal de la Industria Cinematográfica;OSPIC;Juncal 2029;1116;Capital Federal;Capital Federal;4808-0106;ospic@sicacine.org.ar
1-0460-3;Obra Social de Operadores Cinematográficos;OSOC;Viamonte 2045;1056;Capital Federal;Capital Federal;4372-0509 4374-0442;
1-0480-1;Obra Social de Colocadores de Azulejos Mosaicos Graniteros Lustradores y Porcelaneros;OSCAMGLYP;Colombres 1419;1238;Capital Federal;Capital Federal;4922-2631 4922-3801;oscamglyp@speedy.com.ar
1-0500-2;Obra Social de Conductores Navales;OSCONARA;Pinzón 281;1161;Capital Federal;Capital Federal;4362-0080 / 0880;info@siconara.com.ar
1-0530-9;Obra Social del Personal Administrativo y Técnico de la Construcción y Afines;OSPATCA;Pte. Luis Sáenz Peña 1142 / 44;1110;Capital Federal;Capital Federal;6091-7900;info@ospatca.com.ar
1-0540-8;Obra Social del Personal de la Construcción;OSPECON;Av. Belgrano 1862 / 70;1094;Capital Federal;Capital Federal;4384-7140/50;salud@uocra.org
1-0550-7;Obra Social de los Cortadores de la Indumentaria;OSUCI;Santiago del Estero 576;1075;Capital Federal;Capital Federal;4383-8801 4383-8774;obrasocial@uci.org.ar
1-0560-6;Obra Social del Personal de la Industria del Cuero y Afines;OSPICA;Giribone 789;1872;Avellaneda;Buenos Aires;4229-0750;
1-0570-5;Obra Social del Personal de la Industria del Chacinado y Afines;OSPICHA;Av. San Juan 4229 planta baja;1233;Capital Federal;Capital Federal;4923-3666 4923-5635;
1-0580-4;Obra Social de Choferes de Camiones;OSCHOCA;San Jose 1775 / 81;1136;Capital Federal;Capital Federal;4378-1000;info@camioneros-ba.org.ar
1-0600-5;Obra Social del Personal de Entidades Deportivas y Civiles;OSPEDYC;Alberti 646;1223;Capital Federal;Capital Federal;5353-3500;ospedyc@infovia.com
1-0610-4;Obra Social de Empleados de Despachantes de Aduana;OSEDA;Callao 220 piso 6;1022;Capital Federal;Capital Federal;4372-6667 / 8 4372-8322;
1-0620-3;Obra Social del Personal de Distribuidoras Cinematográficas de la R.A.;OSPEDICI;Ayacucho 512 / 514 1º y 2º pisos;1025;Capital Federal;Capital Federal;4373-8723 4371-4348;info@ospedici.org.ar
1-0630-2;Obra Social de Docentes Particulares;OSDOP;Bartolomé Mitre 2233;1039;Capital Federal;Capital Federal;5288-4900 rotativas;
1-0640-1;Obra Social del Personal de Edificios de Renta y Horizontal de la República Argentina;OSPERYHRA;Sarmiento 2026;1044;Capital Federal;Capital Federal;5354-6600;osperyh@osperyh.org.ar
1-0650-0;Obra Social del Personal de Edificios de Renta y Horizontal de la Ciudad Autónoma de Buenos Aires y Gran Buenos Aires;OSPERYH;Sarmiento 2026;1044;Capital Federal;Capital Federal;5354-6600 int. 2106;osperyh@osperyh.org.ar
1-0660-9;Obra Social Electricistas Navales;OSEN;Av. Juan de Garay 1900;1256;Capital Federal;Capital Federal;4371-4896 4372-5550;info@osensalud.com.ar
1-0670-8;Obra Social de Obreros Empacadores de Fruta de Río Negro y Neuquén; ;Menguelle 130;8324;Cipolletti;Río Negro;0299-4782686 0299-4782274;victoria@neunt.com.ar
1-0680-7;Obra Social del Personal de la Enseñanza Privada;OSPEP;Av. Jujuy 226;1083;Capital Federal;Capital Federal;4956-0408/09;informes@ospepweb.com.ar
1-0690-6;Obra Social del Personal de Escribanías de la Provincia de Buenos Aires;OSPEPBA;Calle 45 Nº 509;1900;La Plata;Buenos Aires;0221-4821457 0221-4257230 / 1629;social@personalescribanias.org
1-0700-8;Obra Social del Personal de Escribanos;OSPE;Rodríguez Peña 536 / 38;1020;Capital Federal;Capital Federal;4371-8957 4373-5740;obrasocial@ospe.org.ar
1-0710-7;Obra Social del Personal del Espectáculo Público;OSPEP;Pasco 148 / 54;1081;Capital Federal;Capital Federal;4951-2538 4951-2649;
1-0720-6;Obra Social del Personal de Estaciones de Servicio Garages Playas de Estacionamiento y Lavaderos Automáticos;OSPESGYPE;Hipólito Yrigoyen 2727;1090;Capital Federal;Capital Federal;4866-1631 4866-4293;
1-0740-4;Obra Social del Personal de Farmacia;OSPF;Constitución 2066;1254;Capital Federal;Capital Federal;4941-1342 4943-4086;privada@ospf.org.ar
1-0780-0;Obra Social del Personal de la Industria del Fibrocemento;OSPIF;Constitución 3674;1754;San Justo;Buenos Aires;4651-7411 4482-5141;osdelfibro@hotmail.com
1-0790-9;Obra Social del Personal de la Industria Fideera;OSPIF;Río de Janeiro 55;1405;Capital Federal;Capital Federal;4901-0575;ospif-central@speedy.com.ar
1-0800-1;Obra Social para el Personal de la Industria Forestal de Santiago del Estero;OSPIFSE;Misiones 332;4200;Sgo. del Estero;Santiago del Estero;0385-4211877 0385-4214030;ingresos@ospifse.com.ar
1-0810-0;Obra Social del Personal de la Industria del Fósforo Encendido y Afines;OSPIF;Marconi 652;1870;Avellaneda;Buenos Aires;5430-7989;osfosforo@hotmail.com
1-0820-9;Obra Social de Fotógrafos;OSFOT;Pringles 1090 / 92;1183;Capital Federal;Capital Federal;4867-3990 4867-2102;osfot@speedy.com.ar
1-0840-7;Obra Social del Personal de la Actividad Frutícola;OSPAF;Saavedra 121;3200;Concordia;Entre Ríos;0345-4229579;OSPAF@YAHOO.COM.AR
1-0850-6;Obra Social del Personal de Manipuleo Empaque y Expedición de Fruta Fresca y Hortalizas de Cuyo;OSFYHC;Montecaseros 1147;5500;Mendoza;Mendoza;0261-4299591 0261-4238440;
1-0860-5;Obra Social de Futbolistas;FAA;Salta 1144;1074;Capital Federal;Capital Federal;4305-3426;agremiados@infovia.com.ar
1-0870-4;Obra Social de Técnicos de Fútbol;OSTECF;Viamonte 1328 planta baja y piso 1º;1053;Capital Federal;Capital Federal;4371-3969 4371-8105;
1-0880-3;Obra Social de la Unión de Trabajadores del Turismo Hoteleros y Gastronómicos de la República Argentina;OSUTHGRA;Av. de Mayo 930;1084;Capital Federal;Capital Federal;4341-8020 4341-8000;info@uthgra.org.ar
1-0900-4;Obra Social del Personal Gráfico;OSPG;Av. Belgrano 2530;1096;Capital Federal;Capital Federal;4308-2678 4308-2679;
1-0920-2;Obra Social de Guincheros y Maquinistas de Grúas Móviles; ;Coronel Salvadores 1638;1296;Capital Federal;Capital Federal;4301-0048 4301-4823;osguincheros@compulogic.com.ar
1-0930-1;Obra Social del Personal de Consignatarios del Mercado Nacional de Hacienda de Liniers;OSPEMER;Lisandro De La Torre 2337 / 9;1440;Capital Federal;Capital Federal;4687-8683;
1-0940-0;Obra Social del Personal de la Industria del Hielo y Mercados Particulares;OSPIHMP;Colombres 1573 (Sindicato);1238;Capital Federal;Capital Federal;4926-0173 4923-5372;auditoria@ospihmp.org.ar
1-0950-9;Obra Social del Personal de los Hipódromos de Buenos Aires y San Isidro;OSPHGBAYSI;Pico 1671 / 75 5º A;1429;Capital Federal;Capital Federal;5278-3640 4704-5181;osshipo.com.ar
1-0960-8;Obra Social del Personal Mensualizado del Jockey Club de Buenos Aires y los Hipódromos de Palermo y San Isidro; ;Av. Cabildo 4193;1429;Capital Federal;Capital Federal;4702-7948 4703-4765;
1-0970-7;Obra Social del Personal de Imprenta Diarios y Afines;OSPIDA;San José 157;1076;Capital Federal;Capital Federal;4382-2051 4382-2345;ospida@ospida.org.ar
1-1000-8;Obra Social del Personal de Jaboneros;OSPEJ;Sarmiento 1113 8º B;1041;Capital Federal;Capital Federal;4383-2983 / 2985;notificaciones@osjaboneros.com.ar
1-1010-7;Obra Social de Jardineros Parquistas Viveristas y Floricultores de la República Argentina;OSJPVYF;Luis Sáenz Peña 480;1110;Capital Federal;Capital Federal;4383-6825 4381-7475;osjard@grupoa.com.ar
1-1020-6;Obra Social del Personal del Jockey Club de Rosario; ;Ovidio Lagos 1571;2000;Rosario;Santa Fe;0341-4219301 0341-4491065;
1-1030-5;Obra Social del Personal Ladrillero;OSPL;H. Yrigoyen 1534 3º piso;1089;Capital Federal;Capital Federal;5199-1579;secretariamedica@o-s-p-l.org
1-1040-4;Obra Social del Personal de la Industria Ladrillera a Máquina;OSPILM;25 de Mayo 1724 e/ Lincoln y Juárez (79 1724 E 46);1650;San Martín;Buenos Aires;4752-9621 4713-6209;institucional@ospilm.org.ar
1-1050-3;Obra Social del Personal de la Industria Lechera;OSPIL;Av. Hipólito Yrigoyen 4054;1208;Capital Federal;Capital Federal;4883-9200;obrasocial@atilra.org.ar
1-1060-2;Obra Social de Locutores;OSDEL;Vidt 2011;1425;Capital Federal;Capital Federal;4827-4611 4827-4599;locutores@sinectis.com.ar
1-1070-1;Obra Social de la Federación Argentina de Trabajadores de Luz y Fuerza;OSFATLYF;Lima 163 4º piso;1073;Capital Federal;Capital Federal;4383-4541 4383-5498;bettinottir@osfatlyf_salud.com.ar
1-1080-0;Obra Social de los Trabajadores de las Empresas de Electricidad;OSTEE;Humberto 1º 434;1103;Capital Federal;Capital Federal;5168-2600 5168-2601;obrasocial@osteeluzmedica.com.ar
1-1090-9;Obra Social del Personal de Luz y Fuerza de Córdoba;OSLYF;Av. Gral. Paz 282 piso 1º;5000;Córdoba;Córdoba;0351-4238027 0351-4214633;
1-1100-1;Obra Social del Personal de la Industria Maderera;OSPIM;Rojas 254;1405;Capital Federal;Capital Federal;4431-4791 4431-4089;contacto@ospim.com.ar
1-1120-9;Obra Social del Personal de Maestranza;OSPM;Álzaga 2271;1240;Capital Federal;Capital Federal;4924-6045 / 47 4923-8900;s-o-m@satlink.com
1-1130-8;Obra Social de Maquinistas de Teatro y Televisión; ;Av. Corrientes 1642 piso 1º oficina 21;1042;Capital Federal;Capital Federal;4371-7717;osmtt@osmtt.org.ar
1-1140-7;Obra Social de Capitanes de Ultramar y Oficiales de la Marina Mercante;OSCOMM;Av. Indepedencia 611;1099;Capital Federal;Capital Federal;4300-9700 / 03;secretaria@capitanes.org.ar
1-1150-6;Obra Social de Capitanes Baqueanos Fluviales de la Marina Mercante;OSCAPBAQFLU;Aristóbulo del Valle 319;1161;Capital Federal;Capital Federal;4362-8084 4362-3242;
1-1160-5;Obra Social de Empleados de la Marina Mercante;OSEMM;Bartolomé Mitre 3776;1201;Capital Federal;Capital Federal;4981-8181;
1-1170-4;Obra Social de Encargados Apuntadores Marítimos;OSEAM;México 2183 dto. A;1222;Capital Federal;Capital Federal;4941-8327 4941-8264;oseam@speedy.com.ar
1-1180-3;Obra Social del Personal Marítimo;OSPM;Venezuela 1427;1095;Capital Federal;Capital Federal;4381-2486 4381-4362;ospm@teletel.com.ar
1-1190-2;Obra Social del Sindicato de Mecánicos y Afines del Transporte Automotor;OSMATA;Av. Belgrano 665 piso 8º;1092;Capital Federal;Capital Federal;4334-6825 4334-1919;
1-1200-4;Obra Social del Personal Superior Mercedes Benz Argentina;OSPS MERCEDES;Oliden 46;1408;Capital Federal;Capital Federal;5365-8444;obrasocial@apsmba.com.ar
1-1210-3;Obra Social de la Unión Obrera Metalúrgica de la República Argentina;OSUOMRA;Alsina 485 piso 4º;1087;Capital Federal;Capital Federal;6345-5152 / 27 / 60 6345-5000;
1-1220-2;Obra Social de los Supervisores de la Industria Metalmecánica de la República Argentina;OSSIMRA;Azcuénaga 1234;1115;Capital Federal;Capital Federal;4823-3071 / 75 4823-5062/63;asinra@arnet.com.ar
1-1230-1;Obra Social del Personal de Micros y Ómnibus de Mendoza;OSPEMOM;Catamarca 382;5500;Mendoza;Mendoza;0261-4203283 0261-4203342;ospemom@ospemom.org.ar
1-1240-0;Obra Social de la Actividad Minera;O.S.A.M.;Rosario 434 / 36;1424;Capital Federal;Capital Federal;4901-3277 4902-5983;
1-1250-9;Obra Social Modelos Argentinos;OSMA;Av. Corrientes 1622 1º A;1042;Capital Federal;Capital Federal;4371-8474 / 5303 4371-2896;osmodelos@fibertel.com.ar
1-1260-8;Obra Social del Personal de la Industria Molinera;OSPIM;Av. San Juan 2670 / 72;1232;Capital Federal;Capital Federal;5238-3900 0-800-222-6334;info@ospim.org.ar
1-1270-7;Obra Social del Personal Mosaista;OSPM;Quirno 89;1406;Capital Federal;Capital Federal;4619-0208 4619-0209;mosaistas@hotmail.com
1-1280-6;Obra Social de Músicos;OSDEM;Av. Belgrano 3655;1210;Capital Federal;Capital Federal;4957-3522 int. 120;institucional@osdem.org.ar
1-1320-5;Obra Social de Jefes y Oficiales Navales de Radiocomunicaciones;OSJONR;24 de Noviembre 643 / 5;1224;Capital Federal;Capital Federal;4931-5178 4932-8079;
1-1330-4;Obra Social de Jefes y Oficiales Maquinistas Navales;OSJOMN;Rodríguez Peña 1464;1021;Capital Federal;Capital Federal;4815-8133 4807-5039;infoobrasocial@osjomn.com.ar
1-1340-3;Obra Social del Personal Naval;OSPENA;Juan de Dios Filiberto 914;1162;Capital Federal;Capital Federal;4301-7697 4301-7067;ospena1340@hotmail.com
1-1360-1;Obra Social del Personal de la Industria del Neumático;OSPIN;Jujuy 995;1229;Capital Federal;Capital Federal;4943-1189 4943-1703;ospin@sinectis.com.ar
1-1370-0;Obra Social del Personal de la Industria Naval;OSPIN;Chacabuco 528;1648;Tigre;Buenos Aires;4749-2115 4749-0592;osnavales@yahoo.com.ar
1-1380-9;Obra Social de Comisarios Navales; ;Bernardo de Irigoyen 840;1072;Capital Federal;Capital Federal;4300-7033 4300-7034;
1-1390-8;Obra Social del Personal de Panaderías;OSPEP;Boedo 168;1206;Capital Federal;Capital Federal;4957-1800 4957-3100 / 7728 / 1177;info@ospep.org.ar
1-1400-0;Obra Social de Panaderos Pasteleros y Factureros de Entre Ríos;OSSPYFER;Vélez Sarsfield 447 / 49;3200;Concordia;Entre Ríos;0345-4214266 0345-4222615;
1-1410-9;Obra Social del Personal del Papel Cartón y Químicos;OSPPCYQ;Osvaldo Cruz 2075;1293;Capital Federal;Capital Federal;4126-0900 op. 2;info@ospapel.org.ar
1-1420-8;Obra Social de la Industria de Pastas Alimenticias;OSIPA;Av. Belgrano 4280;1210;Capital Federal;Capital Federal;4981-4776 4981-5015;stipa@arnet.com.ar
1-1430-7;Obra Social Trabajadores Pasteleros Confiteros Pizzeros Heladeros y Alfajoreros de la República Argentina;OSTPCHPYARA;Bogado 4541;1183;Capital Federal;Capital Federal;4864-1799 4861-7493;fatpchpya@infovia.com.ar
1-1450-5;Obra Social de Patrones de Cabotaje de Ríos y Puertos; ;Av. Montes de Oca 1731;1270;Capital Federal;Capital Federal;5252-3482 3986-7957;
1-1470-3;Obra Social del Personal de Peluquerías Estéticas y Afines;OSPPEA;Ayacucho 838;1111;Capital Federal;Capital Federal;4965-2100 líneas rot.;obrasocial@peluquerosargentinos.com
1-1490-1;Obra Social de Oficiales Peluqueros y Peinadores de Rosario;OSOFPP DE ROSARIO;Montevideo 1488;2000;Rosario;Santa Fe;0341-4488998 0341-4485632;spprosario@sinetis.com.ar
1-1500-3;Obra Social del Personal de la Actividad Perfumista;OSPAP;Treinta y Tres Orientales 148;1182;Capital Federal;Capital Federal;4981-1477 4981-0859;ospap@ospap.org.ar
1-1510-2;Obra Social de Trabajadores de Prensa de Buenos Aires;OSTPBA;Pte. Juan Domingo Perón 1173;1038;Capital Federal;Capital Federal;5218-2832 / 39;raulbarr22@hotmail.com
1-1520-1;Obra Social del Personal de la Industria del Pescado de Mar del Plata;OSPIP;12 de Octubre 4445;7600;Mar del Plata;Buenos Aires;0223-4800554 0223-4918133;
1-1530-0;Obra Social de Petroleros;OSPE;Av. L. Alem 692 1º piso;1001;Capital Federal;Capital Federal;5254-5100;informes@ospesalud.com.ar
1-1540-9;Obra Social del Petróleo y Gas Privado;OSPEGAP;Av. Caseros 715;1152;Capital Federal;Capital Federal;4300-5010 / 0523 4300-0491;ospegap@petroleoygas.com.ar
1-1550-8;Obra Social de Petroleros de Córdoba;O.S.PE.COR.;Ayacucho 575 Bo. Gral. Güemes;5000;Córdoba;Córdoba;0351-4204444 0351-4240216;afiliados@ospecor.com.ar
